,ParentsScore,ParentSpeak,ParentUnderstand,ParentRead,ParentWrite,Highest_academic_years,curJobScore,non_English_understandability,English_speakability,English_understandability,English_readability,English_writability,most spoken language,race,race identity importance,felt_discrimination,visits to parents country,lived in parents country,home country,caseid,Language_understandability
2070, , , , , ,14,44,3,4,4,4,4,1,5,3,1,4,0,1,2071,3.5
2071, , , , , ,15,53,3,4,4,4,3,1,5,3,1,1,0,1,2072,3.5
2072, ,3,3,3,3,16,69,4,4,4,4,4,1,5,3,0,2,0,1,2073,4.0
2073, , , , , ,14,34,3,4,4,4, ,1,5,2,0,0, ,1,2074,3.5
2074, , , , , ,16, ,4,4,4,4, ,1,12,3,1,0, ,1,2075,4.0
2075, , , , , ,16,40,4,4,4,4,4,1,12,3,0,0, ,1,2076,4.0
2076,53,3,3,3,3,16, ,3,4,4,4,4,1,7,2,0,3,0,1,2077,3.5
2077, , , , , ,12,53,4,4,4,4,4,3,12,3,1,0, ,1,2078,4.0
2078,55,4,4,4,4,15,42,4,4,4,4,4,1,12,3,1,0,0,1,2079,4.0
2079, , , , , ,15, ,4,4,4,4,4,3,68,2,1,20,1,4,2080,4.0
2080, ,4,4,4,4,15, ,4,4,4,4, ,1,12,3,1,0, ,1,2081,4.0
2081, ,2,2,2,2,12,42,3,3,4,4, ,1,12,3,0,0, ,1,2082,3.5
2082, , , , , ,16,57,4,3,4,3, ,3,12,2,0,0, ,4,2083,4.0
2083,39,4,4,4,4,15,29,4,4,4,4, ,1,11,1,0,0, ,1,2084,4.0
2084, , , , , ,15,41,4,4,4,4,4,3,49,3,1,3,1,4,2085,4.0
2085, , , , , ,14,30,3,4,4,4, ,1,12,2,0,0, ,1,2086,3.5
2086,22,2,3,3,1,10,53,4,4,4,4, ,1,5,3,0,5,0,1,2087,4.0
2087, , , , , ,12,42,3,4,4,4, ,1,5,2,0,1,0,1,2088,3.5
2088, , , , , ,14,49,3,4,4,4, ,1,12,2,1,1,0,1,2089,3.5
2089, , , , , ,14,53,4,4,4,4, ,1,5,3,0,5,0,1,2090,4.0
2090, , , , , ,14,32,4,4,4,4, ,1,0,2,0,0, ,1,2091,4.0
2091,44,3,3,3,3,12,34,3,4,4,4, ,1,0,3,0,1,0,1,2092,3.5
2092, , , , , ,15,34,4,4,4,4, ,1,12,2,0,0, ,1,2093,4.0
2093, , , , , ,12,29,3,4,4,4, ,3,12,2,0,0, ,1,2094,3.5
2094, , , , , ,18, ,4,4,4,4, ,1,5,3,0,2,0,1,2095,4.0
2095,44,3,3,3,3,16,78,3,4,4,4, ,1,5,3,0,1,0,1,2096,3.5
2096, ,2,3,3,2,14,34,4,4,4,4,4,1,12,3,0,0, ,1,2097,4.0
2097,52,4,4,4,4,16,56,4,4,4,4,4,1,12,3,1,0, ,1,2098,4.0
2098,56,4,4,4,4,15,52,3,4,4,4,4,1,5,3,0,5,0,1,2099,3.5
2099, , , , , ,18,57,4,4,4,4,4,3,12,3,1,0, ,1,2100,4.0
2100,48,2,3,3,3,10,31,4,4,4,4, ,3,5,2,0,1,0,1,2101,4.0
2101,26,2,2,2,2,14, ,4,4,4,4,4,3,70,3,1,2,0,1,2102,4.0
2102, , , , , ,14,50,3,4,4,4,3,3,66,3,1,0,0,1,2103,3.5
2103, , , , , ,16,52,4,4,4,4,4,1,5,3,0,5,1,1,2104,4.0
2104, ,3,3,3,3,16,49,4,4,4,4,4,3,5,3,0,0, ,1,2105,4.0
2105, , , , , ,12,42,4,4,4,4,3,3,5,3,0,0, ,1,2106,4.0
2106, ,4,4,4,4,14,53,4,4,4,4,4,3,5,2,0,0,0,1,2107,4.0
2107,32,2,3,1,1,18,57,4,4,4,4,4,1,12,3,0,0, ,1,2108,4.0
2108,72,3,3,3,3,15,42,4,4,4,4,4,3,5,3,0,3,0,1,2109,4.0
2109, , , , , ,15,49,3,4,4,4,4,1,12,3,1,0, ,1,2110,3.5
2110, , , , , ,15,50,3,4,4,4,4,3,12,3,1,0, ,1,2111,3.5
2111, , , , , ,15, ,4,4,4,4,4,1,12,2,1,0,0,4,2112,4.0
2113, , , , , ,15,39,4,4,4,4,4,3,5,2,0,2,0,1,2114,4.0
2114, ,2,2,2,2,16,44,4,4,4,4,4,3,15,2,0,6,0,1,2115,4.0
2115,60,3,3,3,3,14,53,4,4,4,4,4,1,5,3,1,3,0,1,2116,4.0
2116,28,3,3,3,3,12,42,3,4,4,4,4,1,0,3,0,0, ,1,2117,3.5
2117,40,1,1,1,1,15,53,4,4,4,4,4,1,13,2,0,2,0,1,2118,4.0
2118, ,2,2,2,2,12,53,3,4,4,4,4,3,12,3,1,0, ,1,2119,3.5
2119, , , , , ,14,37,4,3,4,3,2,3,12,3,0,0,0,1,2120,4.0
2120, , , , , ,14,29,4,4,4,4,4,3,12,3,1,1,0,1,2121,4.0
2121, , , , , ,12,52,4,4,4,4,4,1,5,2,0,1,0,1,2122,4.0
2122,53,2,2,3,4,15,72,4,4,4,4,4,1,14,1,1,1,0,1,2123,4.0
2123, , , , , ,14,55,4,4,4,4,4,2,12,3,1,2,0,4,2124,4.0
2124, , , , , ,15,53,3,4,4,4,4,1,12,2,0,0, ,1,2125,3.5
2125,31,3,3,3,3,12, ,4,4,4,4,4,1,5,2,0,0, ,1,2126,4.0
2126, ,2,2,2,1,12,53,4,4,4,4,4,1,0,3,1,0,0,1,2127,4.0
2127, , , , , ,16,72,4,4,4,4,4,1,12,3,0,0,0,1,2128,4.0
2128,42,4,4,4,3,14,55,4,4,4,4,4,3,12,3,1,0, ,1,2129,4.0
2129, ,2,3,3,2,15,42,4,4,4,4,4,3,11,3,0,0,0,1,2130,4.0
2130,53,3,3,3,3,16,53,3,4,4,4,4,1,5,1,0,5,0,1,2131,3.5
2131,42,3,3,3,3,15,42,3,4,4,4,4,3,12,1,0,0, ,1,2132,3.5
2132,44,4,4,4,3,16,60,3,4,4,4,3,1,12,3,0,0,0,1,2133,3.5
2133, , , , , ,12,39,4,4,4,4,4,1,12,3,0,0,0,1,2134,4.0
2134, ,4,4,4,4,15,62,4,4,4,4, ,1,12,3,1,0, ,1,2135,4.0
2135, , , , , ,14,40,4,4,4,4,4,3,12,3,0,0, ,1,2136,4.0
2136, , , , , ,12,44,4,4,4,4,4,3,5,1,0,0, ,1,2137,4.0
2137,26,2,2,2,2,14,55,4,4,4,4, ,1,12,1,0,0, ,1,2138,4.0
2138,44,3,3,3,3,12,49,4,4,4,4, ,1,5,2,0,5,0,1,2139,4.0
2139,18,2,2,4,1,14,29,4,4,4,4, ,1,5,3,1,0, ,1,2140,4.0
2140,43,2,3,2,2,10,45,4,4,4,4, ,3,11,3,0, , ,1,2141,4.0
2141, ,3,3,3,2,16, ,4,4,4,4,4,3,5,2,0,5,0,4,2142,4.0
2142, , , , , ,16,60,3,1,1,1,1,1,12,2,1,0,0,1,2143,2.0
2143, , , , , ,14,42,4,3,4,4,3,1,12,2,1,0, ,1,2144,4.0
2144,42,4,4,4,4,15,46,2,3,3,3,3,1,23,3,1,1,0,1,2145,2.5
2145,17,2,3,3,3,15,30,3,4,4,4,4,3,10,1,0,69,0,1,2146,3.5
2146,39,3,3,3,3,16,50,3,4,4,4,4,1,47,2,1,3,0,1,2147,3.5
2147, , , , , ,15,34,4,4,4,4,4,1,10,1,0,5,0,1,2148,4.0
2148, ,4,4,4,4,15,42,3,4,4,4,4,1,23,3,1,1,0,1,2149,3.5
2149, , , , , ,14,56,4,4,4,4,4,3,10,2,0,15,0,1,2150,4.0
2150,33,2,3,3,2,14,18,4,4,4,4,4, ,5,1,1,8,0,4,2151,4.0
2151,51,4,4,4,4,15,34,3,4,4,4,4,1,23,2,1,1,0,1,2152,3.5
2152, ,2,2,3,2,12,31,4,4,4,4,4,3,5,2,0,10,0,1,2153,4.0
2153, , , , , ,15,38,4,4,4,4,4,3,5,3,0,300,1,1,2154,4.0
2154, ,3,4,4,4,18, ,3,4,4,4,4,1,23,3,1,1,0,1,2155,3.5
2155,17,2,2,2,1,12,39,4,4,4,4,4,1,5,3,0,3,0,1,2156,4.0
2156, , , , , ,14,26,3,4,4,4,4,1,23,3,1,1,0,1,2157,3.5
2158,58,4,4,4,4,16,55,3,4,4,4,4,1,10,3,1,15,0,1,2159,3.5
2159,26,2,4,1,1,14,42,4,4,4,4,4,1,72,2,1,5,0,1,2160,4.0
2160,31,3,3,2,2,12,33,4,4,4,4,4,3,10,3,0,23,0,1,2161,4.0
2161,70,3,4,4,4,16,50,3,4,4,4,4,1,23,1,1,4,0,1,2162,3.5
2162,26,4,4,4,4,16,50,3,3,4,3,3,1,23,2,1,1,0,1,2163,3.5
2163, , , , , ,18,78,4,4,4,4,4,1,70,2,0,4,0,1,2164,4.0
2164, , , , , ,16,51,2,4,4,4,4,1,33,1,0,0,0,1,2165,3.0
2165, , , , , ,16,23,1,4,4,4,4,1,23,2,1,0,0,1,2166,2.5
2166,44,2,3,3,2,15,51,4,4,4,4,4,3,12,2,0,0,0,1,2167,4.0
2167,53, , , , ,14,55,4,4,4,4,4,1,68,3,1,1,0,1,2168,4.0
2168, , , , , ,16, ,2,4,4,4,4,1,23,1,0,0,0,1,2169,3.0
2169, , , , , ,14,31,4,4,4,4,4,3,10,3,0,12,1,4,2170,4.0
2170, , , , , ,16,57,2,4,4,4,4,1, ,1,1,0,0,1,2171,3.0
2171,60, , , , ,18,49,4,4,4,4,4,1,5,1,0,0,0,1,2172,4.0
2172, ,3,3,3,3,15,24,2,4,4,4,3,1,23,2,0,1,0,1,2173,3.0
2173, , , , , ,12,16,4,4,4,4,4,2,10,3,0,2,0,1,2174,4.0
2174, ,3,3,3,3,15,53,3,4,4,4,4,1,22,3,1,0,0,1,2175,3.5
2175, ,1,2,1,2,14,43,3,4,4,4,4,3,10,3,1,5,0,4,2176,3.5
2176,17,2,3,2,2,14, ,4,4,4,4,4,3,10,3,0,1,0,1,2177,4.0
2177,43,3,3,3,3,16, ,2,3,3,3,2,1,22,1,1,0,0,1,2178,2.5
2178,26,4,4,4,4,14, ,1,4,4,4,4,1,22,3, ,0,0,1,2179,2.5
2180, , , , , ,12,39,2,4,4,4,4,1,67,2,0,50,0,4,2181,3.0
2181,29,3,3,3,3,16, ,4,4,4,4,4,1,23,3,0,5,0,1,2182,4.0
2182, , , , , ,15,53,4,4,4,4,4,1,12,3,1,0, ,1,2183,4.0
2183, , , , , ,14,34,4,4,4,4, ,1,11,2,0,0, ,1,2184,4.0
2184, ,4,4,4,4,15,22,4,4,4,4,4,1,20,3,1,4,0,1,2185,4.0
2185, , , , , ,12,42,4,4,4,4, ,3,5,3,1,0, ,1,2186,4.0
2186, ,2,2,2,2,16,78,4,4,4,4,4,3,70,3,0,1,0,1,2187,4.0
2187, , , , , ,10,53,4,4,4,4,4,1,6,3,0, ,1,1,2188,4.0
2188, ,2,2,2,2,16, ,4,4,4,4, ,1,5,3,1,0, ,1,2189,4.0
2189,60,4,4,4,4,12, ,3,4,4,4,4,3,5,2,1,0,0,1,2190,3.5
2190, , , , , ,14, ,4,4,4,4,4,3,5,3,0,0, ,1,2191,4.0
2191, , , , , ,18, ,4,4,4,4,4,1,12,3,0,0, ,1,2192,4.0
2192, , , , , ,12,53,4,4,4,4, ,3,17,3,0,10,0,1,2193,4.0
2193, , , , , ,12,55,4,4,4,4, ,1,5,1,1,0, ,1,2194,4.0
2194, , , , , ,16,57,4,4,4,4, ,1,12,3,1,0, ,1,2195,4.0
2195, , , , , ,12,39,3,4,4,3, ,3,6,2,0,0, ,1,2196,3.5
2196, , , , , ,16,51,3,3,3,3,3,3,12,3,1,0, ,1,2197,3.0
2197,34,4,4,4,4,12,46,4,4,4,4, ,3,12,3,0,0, ,1,2198,4.0
2198, , , , , ,16,51,4,4,4,4, ,1,5,3,0,0, ,1,2199,4.0
2199,42,2,3,3,2,14,53,4,4,4,4, ,1,5,2,1,2,0,1,2200,4.0
2200, , , , , ,14,53,4,4,4,4,4,1,12,3,1,0, ,1,2201,4.0
2201, , , , , ,14,52,4,4,4,4, ,1,19,3,0,3,0,1,2202,4.0
2202, , , , , ,16,60,4,4,4,4,4,1,12,3,1,0, ,1,2203,4.0
2203, , , , , ,12, ,4,4,4,4,3,3,66,2,1,3,0,1,2204,4.0
2204, , , , , ,16,67,4,4,4,4,4,3,12,3,1,0, ,1,2205,4.0
2205, , , , , ,10,44,4,4,4,4,4,3,70,3,0,0,0,1,2206,4.0
2206,43,3,3,2,1,16,60,4,4,4,4, ,1,66,3,1,1,0,1,2207,4.0
2207, , , , , ,14,42,4,4,4,4, ,1,5,3,1,1,0,1,2208,4.0
2208, ,1,2,1,1,14,56,4,3,3,4,2,3,5,3,1,1,1,4,2209,3.5
2209, ,3,3,3,3,15,32,4,4,4,4,4,3,16,3,0,0, ,1,2210,4.0
2210, , , , , ,14,37,4,4,4,4, ,1,5,3,0,0, ,1,2211,4.0
2211, , , , , ,10, ,4,4,3,4,3,3,13,2,0,1,0,1,2212,3.5
2212,39,3,3,3,3,16,42,4,4,4,4, ,1,5,1,1,5,0,1,2213,4.0
2213,67,3,3,3,3,14,53,4,4,4,4,4,1,5,3,1,0, ,1,2214,4.0
2214, , , , , ,14,32,4,4,4,4,4,1,12,2,0,0,0,1,2215,4.0
2215, , , , , ,16,58,3,4,4,4,4,3,12,3,0,0,0,1,2216,3.5
2216,38,2,3,3,3,16,51,4,4,4,4,4,1,5,3,0,3,0,1,2217,4.0
2217, , , , , ,10,44,4,4,4,3, ,3,14,3,0,1,0,1,2218,4.0
2218,46,4,4,4,4,14,42,4,4,4,4,4,1,16,3,0,0,0,1,2219,4.0
2219, , , , , ,15,42,4,4,4,4,4,3,12,3,0,0,0,1,2220,4.0
2220, ,1,2,1,1,12,51,4,4,4,4, ,1,5,3,0,0, ,1,2221,4.0
2221, , , , , ,14,50,4,4,4,4,4,3,12,1,0,0, ,1,2222,4.0
2222, , , , , ,16,55,4,4,4,4,4,1,11,3,0,0,0,2,2223,4.0
2223, , , , , ,16,78,3,4,4,4,4,1,66,2,0,1,0,1,2224,3.5
2224,49,3,3,3,2,16, ,3,4,4,4,4,1,12,2,0,0, ,1,2225,3.5
2225,26,2,2,2,2,18, ,4,4,4,4,4,1,12,3,0,0, ,1,2226,4.0
2226, , , , , ,18, ,4,4,4,4,4,1,5,2,1,10,0,4,2227,4.0
2227, , , , , ,16,78,3,3,4,4,4,1,12,3,1,0,0,1,2228,3.5
2228, , , , , ,12,39,4,4,4,4,4,1,5,3,0,0, ,1,2229,4.0
2229,42,4,4,4,4,14,37,4,4,4,4,4,3,11,2,0,0,0,1,2230,4.0
2230,55,3,3,3,3,12,53,4,3,3,3,3,1,5,1,0,1,0,1,2231,3.5
2231,62, , , , ,16,56,3,4,4,4,4,1, ,2,0,2,0,1,2232,3.5
2232, , , , , ,10,39,4,4,4,4,4, ,5,3,0,1,0,1,2233,4.0
2233, , , , , ,16,49,3,4,4,4,4,1,60,2,1,0,0,2,2234,3.5
2234, , , , , ,14,34,4,4,4,4,4,1,10,2,1,0,0,1,2235,4.0
2235,44,3,3,3,3,16, ,4,4,4,4,4,1,12,2,1,0, ,1,2236,4.0
2236, ,3,3,3,3,12,42,4,4,4,4, ,1,5,2,1,1,1,1,2237,4.0
2237, , , , , ,14,39,4,4,4,4, ,1,5,3,1,0, ,1,2238,4.0
2238, , , , , ,12,42,4,4,4,4,4,1,12,3,0,0,0,1,2239,4.0
2239, , , , , ,18,55,4,4,4,4,4,1,5,2,0,6,0,1,2240,4.0
2240, , , , , ,18,42,4,4,4,4,4,1,12,3,0,0, ,1,2241,4.0
2241, , , , , ,14,42,1,1,1,1,1,3,10,3,0,48,0,4,2242,1.0
2242, ,2,3,4,2,18,74,4,4,4,4,4,1,14,3, ,0,0,1,2243,4.0
2243,52,3,3,3,3,18,70,4,4,4,4,4,1,12,3,1,0,0,1,2244,4.0
2244, ,4,4,4,4,16,67,4,4,4,4, ,1,19,3,0,6,0,1,2245,4.0
2245, , , , , ,16,54,4,4,4,4, ,1,60,3,0,2,0,1,2246,4.0
2246, , , , , ,10,42,3,3,3,3,3,1,5,3,0,0,1,2,2247,3.0
2247, ,2,2,2,2,16,54,3,4,4,4,4,1,0,1,1,0,0,1,2248,3.5
2248, , , , , ,15,54,3,4,4,4,4,1,5,2,0,0,0,1,2249,3.5
2250,53,4,4,4,4,14,53,4,4,4,4,4,1,5,1,0,0,0,1,2251,4.0
2251,32,3,3,2,1,14,30,3,4,4,4,4,3,10,2,0,0,0,1,2252,3.5
2252, , , , , ,16,40,3,4,4,4,4,1,23,1,1,0,0,1,2253,3.5
2253,36,2,2,2,2,12, ,3,4,4,4, ,1,5,2,0,2,1,1,2254,3.5
2254,35,2,3,2,1,14,64,4,4,4,4, ,1,12,3,0,20,0,1,2255,4.0
2255, , , , , ,12,49,4,4,4,4,4,1,19,3,0,2,0,1,2256,4.0
2256, , , , , ,18,60,4,4,4,4, ,3,12,3,0,0, ,1,2257,4.0
2257, , , , , ,12,37,4,4,4,4,4,3,5,3,1,0,0,1,2258,4.0
2258,55,4,4,4,4,16,42,3,4,4,4,4,1,12,2,1,0,0,1,2259,3.5
2259, ,4,4,4,4,14,52,4,4,4,4, ,3,12,3,0, , ,1,2260,4.0
2260, , , , , ,12,53,3,4,4,4,4,1,5,3,0,1,0,1,2261,3.5
2261, ,1,2,2,1,18,67,4,4,4,4,4,1,14,3,1,1,0,1,2262,4.0
2262, , , , , ,16,53,4,4,4,4, ,1,12,3,0,0, ,1,2263,4.0
2263, , , , , ,15,34,3,4,4,4,4,1,6,3,1,2,0,1,2264,3.5
2264, , , , , ,14,29,4,4,4,4,4,1,97,2,1,0,0,1,2265,4.0
2265, , , , , ,15,34,3,3,3,3,3,1,9,1,1,1,0,1,2266,3.0
2266,69,4,4,4,4,16,57,3,4,4,4,4,1,5, ,0,0,0,1,2267,3.5
2267,37,3,4,4,3,15,26,3,4,4,4,4,1,10,2,1,3,0,4,2268,3.5
2268, , , , , ,16,60,2,4,4,4,4,1,23,2,1,0,0,1,2269,3.0
2269,50,2,2,2,2,14,39,4,4,4,4, ,3,12,3,0,0, ,1,2270,4.0
2270, , , , , ,18, ,4,4,4,4,4,1,5,3,0,0, ,1,2271,4.0
2271, , , , , ,14,45,3,4,4,4,4,1,99,3,1,2,0,1,2272,3.5
2272, ,4,4,4,4,15,49,4,4,4,4,4,1,12,3,0,0,0,1,2273,4.0
2273,67,4,4,4,4,15,34,3,4,4,4,4,1,19,2,0,2,0,1,2274,3.5
2274,17,3,3,2,2,14,53,4,1,1,1,1,1,5,2,1, ,0,1,2275,2.5
2275,62,3,4,4,4,16,21,4,4,4,4,4,1,5,1,1,2,0,1,2276,4.0
2276, ,3,3,3,3,14,51,4,4,4,4,4,1,11,1,0,0,0,1,2277,4.0
2277,62,4,4,4,4,16,54,3,4,4,4, ,1,5,2,0,4,0,1,2278,3.5
2278, , , , , ,12,53,4,4,4,4,4,3,12,3,0,1,0,1,2279,4.0
2279,50,3,3,3,3,14,39,4,4,4,4,4,3,12,3,1,0, ,1,2280,4.0
2280, , , , , ,15,55,4,4,4,4,4, ,5, ,0, ,0,1,2281,4.0
2281, , , , , ,14,34,4,4,4,4,4,1,5,1,1,0,0,1,2282,4.0
2282,58,4,4,4,4,15,39,3,4,4,4,4,1,22,3,1,4,0,1,2283,3.5
2283, , , , , ,14,34,4,3,4,4,3,1, ,3,1,80,1,1,2284,4.0
2284, , , , , ,14,34,4,4,4,4,4,1,70,3,0,0,0,1,2285,4.0
2285, ,3,3,3,3,16,56,4,4,4,4, ,3,12,3,1,0, ,1,2286,4.0
2286,28,2,2,2,2,14,28,3,4,4,4,4,1, ,2,1,19,0,1,2287,3.5
2287,53,4,4,4,4,12,39,4,4,4,4,3,3,10,3,0,1,0,1,2288,4.0
2288, , , , , ,12,38,4,4,4,4,4,3,5,3,0,5,0,1,2289,4.0
2289, , , , , ,12, ,3,3,3,3,3,3,12,3,0,0, ,1,2290,3.0
2291, , , , , ,16,57,4,4,4,4,4,1,5,2,0,8,0,1,2292,4.0
2292, , , , , ,12,31,3,4,4,4,3,3,15,1,1,1,0,1,2293,3.5
2293, , , , , ,16,62,4,4,4,4,4,1,70,3,1,10,0,1,2294,4.0
2294, , , , , ,14,32,4,4,4,4,4,3,11,3,1,0, ,1,2295,4.0
2295, ,4,4,4,4,14,34,1,4,4,4,4,1, ,3,1,5,0,1,2296,2.5
2296, , , , , ,14,35,4,4,4,4,4,1,70,1,1,10,0,1,2297,4.0
2297, , , , , ,12,39,4,4,4,4,4,1,68,2,1,0,0,3,2298,4.0
2298, ,4,4,4,4,15,51,4,4,4,4,4,1,16,3,1,12,0,1,2299,4.0
2299, , , , , ,12,72,4,4,4,4,4,1,11,3,0,0, ,1,2300,4.0
2300, , , , , ,15,34,4,4,4,4,4,3,5,2,0,0,0,1,2301,4.0
2301, ,2,3,3,3,14,37,4,4,4,4,4,3,9,3,1,3,0,1,2302,4.0
2302, , , , , ,12,67,4,4,4,4,4,3,12,3,0,0, ,1,2303,4.0
2303,26,3,3,3,3,18,66,4,4,4,4,4,3,5,1,0,5,0,1,2304,4.0
2304, , , , , ,12,40,4,4,4,4, ,1,11,2,0,0, ,1,2305,4.0
2305,37,2,2,2,2,12,39,3,4,4,4,4,1,14,3,1,1,0,1,2306,3.5
2306,69,4,4,4,4,16,56,3,4,4,4,4,1,0,1,0,0, ,1,2307,3.5
2307, , , , , ,14,53,4,4,4,4,4,3,12,2,0,1,0,1,2308,4.0
2308, , , , , ,16,62,4,4,4,4, ,1,5,3,1,10,0,1,2309,4.0
2309, , , , , ,15,38,3,3,3,3,3,1,0,3,0,20,0,1,2310,3.0
2310, , , , , ,12,46,4,4,4,4, ,2,5,3,1,0, ,1,2311,4.0
2311,26,3,2,2,2,14,56,4,4,4,4,4,1,8,3,0,25,0,1,2312,4.0
2312, , , , , ,14,53,4,4,4,4,4,1,12,3,0,0, ,1,2313,4.0
2313, , , , , ,12,31,4,3,4,3,3,3,14,3,0,3,0,1,2314,4.0
2314, , , , , ,18,50,3,4,4,4,4,1,12,2,0,0,0,1,2315,3.5
2315,60,3,3,3,3,18,57,4,4,4,4,4,1,12,3,0,0, ,1,2316,4.0
2316, , , , , ,15,29,4,4,4,4, ,1,5,2,0,2,0,1,2317,4.0
2317,39,3,3,3,3,16,53,4,4,4,4, ,1,5,3,0,6,0,1,2318,4.0
2318, , , , , ,15,53,4,3,4,4, ,3,12,3,1,0, ,1,2319,4.0
2319,44,4,4,4,4,14,53,4,4,4,4,3,1,12,3,0,0, ,1,2320,4.0
2320,50,3,4,3,2,16,62,3,4,4,3, ,3,11,2,1,5,0,1,2321,3.5
2321, , , , , ,14,38,3,4,4,4,4,1,5,3,1,1,0,1,2322,3.5
2322, , , , , ,14,50,4,4,4,4,4,1,16,2,1,5,0,1,2323,4.0
2323,49,3,3,3,3,14,42,2,4,4,4,4,1,27,2,1,0,0,1,2324,3.0
2324,31,2,3,2,2,12,29,4,4,4,4,4,1,13,2,1,0, ,1,2325,4.0
2325,21,2,3,2,2,10,42,4,3,4,3,3,2,9,3,1,0,0,4,2326,4.0
2326, , , , , ,14,42,4,4,4,4,4,1,20,2,0,2,0,1,2327,4.0
2327, , , , , ,14, ,3,4,4,4,4,1,18,2,0,20,0,1,2328,3.5
2328, , , , , ,12,52,4,4,4,3,3,1,12,1,0,0, ,1,2329,4.0
2329,31,1,2,3,2,14,67,4,4,4,4, ,3,5,3,0,4,0,1,2330,4.0
2330,28,2,2,2,2,15,42,4,4,4,4,4,3,10,2,1,3,0,4,2331,4.0
2331, , , , , ,15,46,1,4,4,4,4,1,23,2,0,0,0,1,2332,2.5
2332,55,4,4,4,4,15,23,4,4,4,4,4,1,12,3,0,4,0,1,2333,4.0
2333, , , , , ,12,22,3,3,4,3,3,1,5,2,1,4,0,1,2334,3.5
2334, , , , , ,12,31,3,3,3,3, ,1,5,3,0,0, ,1,2335,3.0
2335, , , , , ,15,16,3,4,4,4,4,1,66,3,0,0,0,1,2336,3.5
2336,42,2,2,3,2,14,42,4,4,4,4,4,1,13,3,1,0, ,1,2337,4.0
2337, , , , , ,18,72,4,4,4,4,3,1,11,3,1,0,0,1,2338,4.0
2338,34,2,4,1,1,15,44,3,4,4,3,3,1,0,3,1,1,0,1,2339,3.5
2339, ,3,3,3,3,14,53,4,4,4,4, ,1,5,3,0,4,0,1,2340,4.0
2340, , , , , ,15,42,4,4,4,4,4,1,12,2,1,0,0,1,2341,4.0
2341, , , , , ,12,39,3,4,4,4,4,1,0,3,0,2,0,1,2342,3.5
2342, , , , , ,14,34,4,4,4,4, ,3,5,2,0,0, ,1,2343,4.0
2343, ,2,2,2,1,16,39,4,4,4,4, ,1,11,2,1,1,0,1,2344,4.0
2344, , , , , ,12,67,3,4,4,4,4,1,23,3,1,0,0,1,2345,3.5
2346, , , , , ,15, ,4,4,4,4,4,1,5,1,1,3,0,1,2347,4.0
2347, , , , , ,15,51,4,4,4,4,4,3,5,2,0,0,0,1,2348,4.0
2348, ,1,2,1,1,16,53,3,4,4,4, ,1,11,2,0,0, ,1,2349,3.5
2349, , , , , ,18,42,4,4,4,4,4,1,12,3,1,0,0,1,2350,4.0
2350, , , , , ,14,67,4,4,4,4,4,1,11,2,0,0,0,1,2351,4.0
2351, , , , , ,15,38,4,4,4,4,4,3,10,3,0,0,0,1,2352,4.0
2352, , , , , ,14,53,4,4,4,4,4,1,5,3,1,1,0,1,2353,4.0
2353,39,2,3,3,3,12, ,3,4,4,4, ,1,5,3,0,0, ,1,2354,3.5
2354, , , , , ,12,38,4,4,4,4,4,3,12,3,0,0,0,1,2355,4.0
2355, , , , , ,14,58,3,4,4,4, ,3,5,3,0,1,0,1,2356,3.5
2356, , , , , ,16,51,4,4,4,4, ,1,60,2,0,6,0,1,2357,4.0
2357, , , , , ,16,52,4,4,4,4,4,1,12,3,0,0,0,1,2358,4.0
2358, ,2,3,3,3,12,28,4,4,4,4,4,1,14,3,1,0, ,1,2359,4.0
2359,52,3,3,3,3,16,34,4,4,4,4,4,1,5,3,0,2,0,1,2360,4.0
2360, , , , , ,14,34,4,4,4,4,4,1,12,3,0,0, ,1,2361,4.0
2361, ,2,2,2,2,18,62,4,4,4,4,4,3,11,3,1,0, ,1,2362,4.0
2362, , , , , ,16,34,4,4,4,4,4,3,0,2,0,0, ,1,2363,4.0
2363, ,2,4,3,3,16,50,4,4,4,4,4,1,11,3,0,0, ,1,2364,4.0
2364, , , , , ,12,34,4,4,4,4,4,1,5,3,1,0, ,1,2365,4.0
2365, ,4,4,4,4,14,42,3,4,4,4, ,1,5,3,1,1,0,1,2366,3.5
2366, , , , , ,16,54,3,4,4,4,4,1,0,2,0,0, ,1,2367,3.5
2367,49,2,3,2,2,18,58,4,4,4,4,4,1,12,3,1,0, ,1,2368,4.0
2368, , , , , ,18,78,4,4,4,4,4,1,12,3,0,0,0,1,2369,4.0
2369, ,4,4,4,4,12,23,1,4,4,4,4,1,0,2,0,0,0,1,2370,2.5
2370, , , , , ,16, ,4,4,4,4,4,3,12,3,1,0, ,1,2371,4.0
2371, , , , , ,15,52,3,4,4,4,4,1,70,2,0,10,0,1,2372,3.5
2373,39,3,3,3,3,14,34,4,4,4,4,4,1,10,2,0,20,0,1,2374,4.0
2374, , , , , ,12,42,2,4,4,4,4,1,68,1,1,4,1,4,2375,3.0
2375, , , , , ,14,21,4,3,4,3,3,3,5,2,1,0,0,1,2376,4.0
2376,21,2,3,3,3,16,60,4,4,4,4,4,1,66,3,0,1,0,1,2377,4.0
2377,31,2,3,3,2,14,42,4,3,4,4,4,3,5,2,1,0, ,1,2378,4.0
2378, , , , , ,15,16,4,4,4,4,4,3,66,3,0,1,0,1,2379,4.0
